14.7162 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1440, 900]. Using actual size
44.5161 	EXP 	page: autoDraw = True
44.5509 	EXP 	page: autoDraw = True
44.5853 	EXP 	page: autoDraw = True
44.6192 	EXP 	page: autoDraw = True
44.6442 	EXP 	page: autoDraw = True
44.6685 	EXP 	page: autoDraw = True
44.6898 	DATA 	Mouse: Left button down, pos=(966,207)
44.7002 	EXP 	page: autoDraw = True
44.7368 	EXP 	page: autoDraw = True
44.7572 	EXP 	page: autoDraw = True
44.7747 	DATA 	Mouse:  Left button up, pos=(966,207)
44.7972 	EXP 	page: autoDraw = True
44.8201 	EXP 	page: autoDraw = True
44.8508 	EXP 	page: autoDraw = True
44.8722 	EXP 	page: autoDraw = True
44.9096 	EXP 	page: autoDraw = True
44.9360 	EXP 	page: autoDraw = True
44.9612 	EXP 	page: autoDraw = True
44.9996 	EXP 	page: autoDraw = True
45.0225 	EXP 	page: autoDraw = True
45.0497 	EXP 	page: autoDraw = True
45.0728 	EXP 	page: autoDraw = True
45.1053 	EXP 	page: autoDraw = True
45.1348 	EXP 	page: autoDraw = True
45.1622 	EXP 	page: autoDraw = True
45.1934 	EXP 	page: autoDraw = True
45.2271 	EXP 	page: autoDraw = True
45.2647 	EXP 	page: autoDraw = True
45.2984 	EXP 	page: autoDraw = True
45.3308 	EXP 	page: autoDraw = True
45.3626 	EXP 	page: autoDraw = True
45.3885 	EXP 	page: autoDraw = True
45.4184 	EXP 	page: autoDraw = True
45.4402 	EXP 	page: autoDraw = True
45.4814 	EXP 	page: autoDraw = True
45.5078 	EXP 	page: autoDraw = True
45.5385 	EXP 	page: autoDraw = True
45.5654 	EXP 	page: autoDraw = True
45.5930 	EXP 	page: autoDraw = True
45.6231 	EXP 	page: autoDraw = True
45.6606 	EXP 	page: autoDraw = True
45.6847 	EXP 	page: autoDraw = True
45.7206 	EXP 	page: autoDraw = True
45.7484 	EXP 	page: autoDraw = True
45.7825 	EXP 	page: autoDraw = True
45.8156 	EXP 	page: autoDraw = True
45.8497 	EXP 	page: autoDraw = True
45.8837 	EXP 	page: autoDraw = True
45.9114 	EXP 	page: autoDraw = True
45.9376 	EXP 	page: autoDraw = True
45.9706 	EXP 	page: autoDraw = True
46.0032 	EXP 	page: autoDraw = True
46.1177 	EXP 	page: autoDraw = True
46.1456 	EXP 	page: autoDraw = True
46.1764 	EXP 	page: autoDraw = True
46.2232 	EXP 	page: autoDraw = True
46.2532 	EXP 	page: autoDraw = True
46.2777 	EXP 	page: autoDraw = True
46.3051 	EXP 	page: autoDraw = True
46.3377 	EXP 	page: autoDraw = True
46.3711 	EXP 	page: autoDraw = True
46.4035 	EXP 	page: autoDraw = True
46.4473 	EXP 	page: autoDraw = True
46.4874 	EXP 	page: autoDraw = True
46.5172 	EXP 	page: autoDraw = True
46.5449 	EXP 	page: autoDraw = True
46.5671 	EXP 	page: autoDraw = True
46.5971 	EXP 	page: autoDraw = True
46.6238 	EXP 	page: autoDraw = True
46.6658 	EXP 	page: autoDraw = True
46.6929 	EXP 	page: autoDraw = True
46.7184 	EXP 	page: autoDraw = True
46.7554 	EXP 	page: autoDraw = True
46.7892 	EXP 	page: autoDraw = True
46.8070 	DATA 	Mouse: Left button down, pos=(724,112)
46.8192 	EXP 	page: autoDraw = True
46.8588 	EXP 	page: autoDraw = True
46.8860 	EXP 	page: autoDraw = True
46.9087 	EXP 	page: autoDraw = True
46.9339 	EXP 	page: autoDraw = True
46.9669 	EXP 	page: autoDraw = True
46.9683 	DATA 	Mouse:  Left button up, pos=(724,112)
46.9929 	EXP 	page: autoDraw = True
47.0182 	EXP 	page: autoDraw = True
47.0449 	EXP 	page: autoDraw = True
47.0661 	EXP 	page: autoDraw = True
47.0930 	EXP 	page: autoDraw = True
47.1183 	EXP 	page: autoDraw = True
47.1425 	EXP 	page: autoDraw = True
47.1793 	EXP 	page: autoDraw = True
47.2094 	EXP 	page: autoDraw = True
47.2371 	EXP 	page: autoDraw = True
47.2622 	EXP 	page: autoDraw = True
47.2870 	EXP 	page: autoDraw = True
47.3117 	EXP 	page: autoDraw = True
47.3419 	EXP 	page: autoDraw = True
47.3827 	EXP 	page: autoDraw = True
47.4205 	EXP 	page: autoDraw = True
47.4509 	EXP 	page: autoDraw = True
47.4821 	EXP 	page: autoDraw = True
47.5156 	EXP 	page: autoDraw = True
47.5436 	EXP 	page: autoDraw = True
47.5740 	EXP 	page: autoDraw = True
47.5995 	EXP 	page: autoDraw = True
47.6262 	EXP 	page: autoDraw = True
47.6502 	EXP 	page: autoDraw = True
47.6768 	EXP 	page: autoDraw = True
47.7152 	EXP 	page: autoDraw = True
47.7421 	EXP 	page: autoDraw = True
47.7679 	EXP 	page: autoDraw = True
47.7888 	EXP 	page: autoDraw = True
47.8215 	EXP 	page: autoDraw = True
47.8448 	EXP 	page: autoDraw = True
47.8783 	EXP 	page: autoDraw = True
47.9062 	EXP 	page: autoDraw = True
47.9397 	EXP 	page: autoDraw = True
47.9731 	EXP 	page: autoDraw = True
48.0055 	EXP 	page: autoDraw = True
48.0348 	EXP 	page: autoDraw = True
48.0619 	EXP 	page: autoDraw = True
48.0889 	EXP 	page: autoDraw = True
48.1193 	EXP 	page: autoDraw = True
48.1473 	EXP 	page: autoDraw = True
48.1885 	EXP 	page: autoDraw = True
48.2178 	EXP 	page: autoDraw = True
48.2554 	EXP 	page: autoDraw = True
48.2811 	EXP 	page: autoDraw = True
48.3092 	DATA 	Mouse: Left button down, pos=(422,445)
48.3183 	EXP 	page: autoDraw = True
48.3578 	EXP 	page: autoDraw = True
48.3839 	EXP 	page: autoDraw = True
48.4060 	EXP 	page: autoDraw = True
48.4331 	EXP 	page: autoDraw = True
48.4637 	EXP 	page: autoDraw = True
48.4888 	EXP 	page: autoDraw = True
48.5160 	EXP 	page: autoDraw = True
48.5417 	EXP 	page: autoDraw = True
48.5667 	EXP 	page: autoDraw = True
48.5693 	DATA 	Mouse:  Left button up, pos=(422,445)
48.5882 	EXP 	page: autoDraw = True
48.6237 	EXP 	page: autoDraw = True
48.6640 	EXP 	page: autoDraw = True
48.6898 	EXP 	page: autoDraw = True
48.7175 	EXP 	page: autoDraw = True
48.7379 	EXP 	page: autoDraw = True
48.7829 	EXP 	page: autoDraw = True
48.8100 	EXP 	page: autoDraw = True
48.8326 	EXP 	page: autoDraw = True
48.8587 	EXP 	page: autoDraw = True
48.8803 	EXP 	page: autoDraw = True
48.9042 	EXP 	page: autoDraw = True
48.9400 	EXP 	page: autoDraw = True
48.9647 	EXP 	page: autoDraw = True
48.9916 	EXP 	page: autoDraw = True
49.0182 	EXP 	page: autoDraw = True
49.0452 	EXP 	page: autoDraw = True
49.0702 	EXP 	page: autoDraw = True
49.0947 	EXP 	page: autoDraw = True
49.1203 	EXP 	page: autoDraw = True
49.1445 	EXP 	page: autoDraw = True
49.1670 	EXP 	page: autoDraw = True
49.2007 	EXP 	page: autoDraw = True
49.2249 	EXP 	page: autoDraw = True
49.2491 	EXP 	page: autoDraw = True
49.2766 	EXP 	page: autoDraw = True
49.3075 	EXP 	page: autoDraw = True
49.3411 	EXP 	page: autoDraw = True
49.3765 	EXP 	page: autoDraw = True
49.4054 	EXP 	page: autoDraw = True
49.4424 	EXP 	page: autoDraw = True
49.4690 	EXP 	page: autoDraw = True
49.4972 	EXP 	page: autoDraw = True
49.5243 	EXP 	page: autoDraw = True
49.5654 	EXP 	page: autoDraw = True
49.5968 	EXP 	page: autoDraw = True
49.6255 	EXP 	page: autoDraw = True
49.6535 	EXP 	page: autoDraw = True
49.6813 	EXP 	page: autoDraw = True
49.7057 	EXP 	page: autoDraw = True
49.7359 	EXP 	page: autoDraw = True
49.7605 	EXP 	page: autoDraw = True
49.7880 	EXP 	page: autoDraw = True
49.8159 	EXP 	page: autoDraw = True
49.8399 	EXP 	page: autoDraw = True
49.8648 	EXP 	page: autoDraw = True
49.8868 	EXP 	page: autoDraw = True
49.9192 	EXP 	page: autoDraw = True
49.9475 	EXP 	page: autoDraw = True
49.9753 	EXP 	page: autoDraw = True
50.0048 	EXP 	page: autoDraw = True
50.0407 	EXP 	page: autoDraw = True
50.0696 	EXP 	page: autoDraw = True
50.1082 	EXP 	page: autoDraw = True
50.1410 	EXP 	page: autoDraw = True
50.1679 	EXP 	page: autoDraw = True
50.1927 	EXP 	page: autoDraw = True
50.2310 	EXP 	page: autoDraw = True
50.2526 	EXP 	page: autoDraw = True
50.2897 	EXP 	page: autoDraw = True
50.3179 	EXP 	page: autoDraw = True
50.3432 	EXP 	page: autoDraw = True
50.3649 	EXP 	page: autoDraw = True
50.3889 	EXP 	page: autoDraw = True
50.4199 	EXP 	page: autoDraw = True
50.4501 	EXP 	page: autoDraw = True
50.4802 	EXP 	page: autoDraw = True
50.5083 	EXP 	page: autoDraw = True
50.5382 	EXP 	page: autoDraw = True
50.5663 	EXP 	page: autoDraw = True
50.5928 	EXP 	page: autoDraw = True
50.6198 	EXP 	page: autoDraw = True
50.6477 	EXP 	page: autoDraw = True
50.6715 	EXP 	page: autoDraw = True
50.6982 	EXP 	page: autoDraw = True
50.7249 	EXP 	page: autoDraw = True
50.7525 	EXP 	page: autoDraw = True
50.7857 	EXP 	page: autoDraw = True
50.8244 	EXP 	page: autoDraw = True
50.8505 	EXP 	page: autoDraw = True
50.8723 	EXP 	page: autoDraw = True
50.9172 	EXP 	page: autoDraw = True
50.9425 	EXP 	page: autoDraw = True
50.9672 	EXP 	page: autoDraw = True
50.9886 	EXP 	page: autoDraw = True
51.0325 	EXP 	page: autoDraw = True
51.0555 	EXP 	page: autoDraw = True
51.0832 	EXP 	page: autoDraw = True
51.1051 	EXP 	page: autoDraw = True
51.1243 	DATA 	Mouse: Left button down, pos=(1072,441)
51.1374 	EXP 	page: autoDraw = True
51.1655 	EXP 	page: autoDraw = True
51.1884 	EXP 	page: autoDraw = True
51.1909 	DATA 	Mouse:  Left button up, pos=(1072,441)
51.2199 	EXP 	page: autoDraw = True
51.2466 	EXP 	page: autoDraw = True
51.2677 	EXP 	page: autoDraw = True
51.2944 	EXP 	page: autoDraw = True
51.3221 	EXP 	page: autoDraw = True
51.3494 	EXP 	page: autoDraw = True
51.3699 	EXP 	page: autoDraw = True
51.4034 	EXP 	page: autoDraw = True
51.4310 	EXP 	page: autoDraw = True
51.4530 	EXP 	page: autoDraw = True
51.4837 	EXP 	page: autoDraw = True
51.5075 	EXP 	page: autoDraw = True
51.5329 	EXP 	page: autoDraw = True
51.5611 	EXP 	page: autoDraw = True
51.5896 	EXP 	page: autoDraw = True
51.6277 	EXP 	page: autoDraw = True
51.6552 	EXP 	page: autoDraw = True
51.6884 	EXP 	page: autoDraw = True
51.7220 	EXP 	page: autoDraw = True
51.7548 	EXP 	page: autoDraw = True
51.7836 	EXP 	page: autoDraw = True
51.8110 	EXP 	page: autoDraw = True
51.8410 	EXP 	page: autoDraw = True
51.8689 	EXP 	page: autoDraw = True
51.9021 	EXP 	page: autoDraw = True
51.9298 	EXP 	page: autoDraw = True
51.9577 	EXP 	page: autoDraw = True
51.9867 	EXP 	page: autoDraw = True
52.0201 	EXP 	page: autoDraw = True
52.0478 	EXP 	page: autoDraw = True
52.0826 	EXP 	page: autoDraw = True
52.1079 	EXP 	page: autoDraw = True
52.1362 	EXP 	page: autoDraw = True
52.1592 	EXP 	page: autoDraw = True
52.1897 	EXP 	page: autoDraw = True
52.2218 	EXP 	page: autoDraw = True
52.2496 	EXP 	page: autoDraw = True
52.2746 	EXP 	page: autoDraw = True
52.3130 	EXP 	page: autoDraw = True
52.3413 	EXP 	page: autoDraw = True
52.3706 	EXP 	page: autoDraw = True
52.4141 	EXP 	page: autoDraw = True
52.4378 	EXP 	page: autoDraw = True
52.4695 	EXP 	page: autoDraw = True
52.4967 	EXP 	page: autoDraw = True
52.5214 	EXP 	page: autoDraw = True
52.5387 	DATA 	Mouse: Left button down, pos=(513,679)
52.5486 	EXP 	page: autoDraw = True
52.5744 	EXP 	page: autoDraw = True
52.6020 	EXP 	page: autoDraw = True
52.6227 	EXP 	page: autoDraw = True
52.6693 	EXP 	page: autoDraw = True
52.6713 	DATA 	Mouse:  Left button up, pos=(513,679)
52.6988 	EXP 	page: autoDraw = True
52.7197 	EXP 	page: autoDraw = True
52.7442 	EXP 	page: autoDraw = True
52.7684 	EXP 	page: autoDraw = True
52.7927 	EXP 	page: autoDraw = True
52.8168 	EXP 	page: autoDraw = True
52.8375 	EXP 	page: autoDraw = True
52.8761 	EXP 	page: autoDraw = True
52.9057 	EXP 	page: autoDraw = True
52.9346 	EXP 	page: autoDraw = True
52.9554 	EXP 	page: autoDraw = True
52.9934 	EXP 	page: autoDraw = True
53.0314 	EXP 	page: autoDraw = True
53.0671 	EXP 	page: autoDraw = True
53.1009 	EXP 	page: autoDraw = True
53.1340 	EXP 	page: autoDraw = True
53.1623 	EXP 	page: autoDraw = True
53.1862 	EXP 	page: autoDraw = True
53.2241 	EXP 	page: autoDraw = True
53.2526 	EXP 	page: autoDraw = True
53.2805 	EXP 	page: autoDraw = True
53.3101 	EXP 	page: autoDraw = True
53.3367 	EXP 	page: autoDraw = True
53.3635 	EXP 	page: autoDraw = True
53.3883 	EXP 	page: autoDraw = True
53.4171 	EXP 	page: autoDraw = True
53.4476 	EXP 	page: autoDraw = True
53.4710 	EXP 	page: autoDraw = True
53.5095 	EXP 	page: autoDraw = True
53.5358 	EXP 	page: autoDraw = True
53.5572 	EXP 	page: autoDraw = True
53.5999 	EXP 	page: autoDraw = True
53.6314 	EXP 	page: autoDraw = True
53.6637 	EXP 	page: autoDraw = True
53.6955 	EXP 	page: autoDraw = True
53.7242 	EXP 	page: autoDraw = True
53.7537 	EXP 	page: autoDraw = True
53.7847 	EXP 	page: autoDraw = True
53.8085 	EXP 	page: autoDraw = True
53.8416 	EXP 	page: autoDraw = True
53.8663 	EXP 	page: autoDraw = True
53.8871 	EXP 	page: autoDraw = True
53.9258 	EXP 	page: autoDraw = True
53.9295 	DATA 	Mouse: Left button down, pos=(701,774)
53.9545 	EXP 	page: autoDraw = True
53.9545 	EXP 	ref: autoDraw = False
53.9545 	EXP 	stim1: autoDraw = False
53.9545 	EXP 	stim2: autoDraw = False
53.9545 	EXP 	stim3: autoDraw = False
53.9545 	EXP 	stim4: autoDraw = False
53.9545 	EXP 	stim5: autoDraw = False
53.9545 	EXP 	stim6: autoDraw = False
53.9545 	EXP 	stim7: autoDraw = False
53.9545 	EXP 	stim8: autoDraw = False
54.3054 	EXP 	New trial (rep=0, index=1): OrderedDict([('ref', 'sparrow'), ('stim1', 'ant'), ('stim2', 'butterfly'), ('stim3', 'owl'), ('stim4', 'frog'), ('stim5', 'bat'), ('stim6', 'snail'), ('stim7', 'rat'), ('stim8', 'bluebird')])
54.3059 	EXP 	window1: mouseVisible = True
54.3282 	DATA 	Mouse:  Left button up, pos=(629,684)
54.3542 	EXP 	stim1: text = 'ant'
54.3542 	EXP 	stim2: text = 'butterfly'
54.3542 	EXP 	stim3: text = 'owl'
54.3542 	EXP 	stim4: text = 'frog'
54.3542 	EXP 	stim5: text = 'bat'
54.3542 	EXP 	stim6: text = 'snail'
54.3542 	EXP 	stim7: text = 'rat'
54.3542 	EXP 	stim8: text = 'bluebird'
54.3542 	EXP 	ref: text = 'sparrow'
54.3542 	EXP 	page: text = '2'
54.3542 	EXP 	page: autoDraw = True
54.3542 	EXP 	ref: autoDraw = True
54.3542 	EXP 	stim1: autoDraw = True
54.3542 	EXP 	stim2: autoDraw = True
54.3542 	EXP 	stim3: autoDraw = True
54.3542 	EXP 	stim4: autoDraw = True
54.3542 	EXP 	stim5: autoDraw = True
54.3542 	EXP 	stim6: autoDraw = True
54.3542 	EXP 	stim7: autoDraw = True
54.3542 	EXP 	stim8: autoDraw = True
54.3809 	EXP 	page: autoDraw = True
54.4094 	EXP 	page: autoDraw = True
54.4352 	EXP 	page: autoDraw = True
54.4641 	EXP 	page: autoDraw = True
54.4974 	EXP 	page: autoDraw = True
54.5234 	EXP 	page: autoDraw = True
54.5521 	EXP 	page: autoDraw = True
54.5822 	EXP 	page: autoDraw = True
54.6098 	EXP 	page: autoDraw = True
54.6421 	EXP 	page: autoDraw = True
54.6733 	EXP 	page: autoDraw = True
54.7041 	EXP 	page: autoDraw = True
54.7354 	EXP 	page: autoDraw = True
54.7685 	EXP 	page: autoDraw = True
54.7981 	EXP 	page: autoDraw = True
54.8235 	EXP 	page: autoDraw = True
54.8519 	EXP 	page: autoDraw = True
54.8894 	EXP 	page: autoDraw = True
54.9183 	EXP 	page: autoDraw = True
54.9418 	EXP 	page: autoDraw = True
54.9706 	EXP 	page: autoDraw = True
55.0010 	EXP 	page: autoDraw = True
55.0331 	EXP 	page: autoDraw = True
55.0726 	EXP 	page: autoDraw = True
55.1023 	EXP 	page: autoDraw = True
55.1350 	EXP 	page: autoDraw = True
55.1676 	EXP 	page: autoDraw = True
55.2011 	EXP 	page: autoDraw = True
55.2308 	EXP 	page: autoDraw = True
55.2605 	EXP 	page: autoDraw = True
55.2842 	EXP 	page: autoDraw = True
55.3151 	EXP 	page: autoDraw = True
55.3478 	EXP 	page: autoDraw = True
55.3780 	EXP 	page: autoDraw = True
55.4056 	EXP 	page: autoDraw = True
55.4388 	EXP 	page: autoDraw = True
55.4770 	EXP 	page: autoDraw = True
55.5137 	EXP 	page: autoDraw = True
55.5462 	EXP 	page: autoDraw = True
55.5806 	EXP 	page: autoDraw = True
55.6089 	EXP 	page: autoDraw = True
55.6400 	EXP 	page: autoDraw = True
55.6694 	EXP 	page: autoDraw = True
55.7009 	EXP 	page: autoDraw = True
55.7330 	EXP 	page: autoDraw = True
55.7596 	EXP 	page: autoDraw = True
55.7964 	EXP 	page: autoDraw = True
55.8235 	EXP 	page: autoDraw = True
55.8548 	EXP 	page: autoDraw = True
55.8891 	EXP 	page: autoDraw = True
55.9151 	EXP 	page: autoDraw = True
55.9394 	EXP 	page: autoDraw = True
55.9683 	EXP 	page: autoDraw = True
56.0003 	EXP 	page: autoDraw = True
56.0259 	EXP 	page: autoDraw = True
56.0551 	EXP 	page: autoDraw = True
56.0838 	EXP 	page: autoDraw = True
56.1098 	EXP 	page: autoDraw = True
56.1364 	EXP 	page: autoDraw = True
56.1616 	EXP 	page: autoDraw = True
56.1933 	EXP 	page: autoDraw = True
56.2212 	EXP 	page: autoDraw = True
56.2502 	EXP 	page: autoDraw = True
56.2847 	EXP 	page: autoDraw = True
56.3095 	EXP 	page: autoDraw = True
56.3372 	EXP 	page: autoDraw = True
56.3708 	EXP 	page: autoDraw = True
56.3962 	EXP 	page: autoDraw = True
56.4243 	EXP 	page: autoDraw = True
56.4493 	EXP 	page: autoDraw = True
56.4826 	EXP 	page: autoDraw = True
56.5048 	EXP 	page: autoDraw = True
56.5338 	EXP 	page: autoDraw = True
56.5677 	EXP 	page: autoDraw = True
56.5963 	EXP 	page: autoDraw = True
56.6263 	EXP 	page: autoDraw = True
56.6536 	EXP 	page: autoDraw = True
56.6906 	EXP 	page: autoDraw = True
56.7300 	EXP 	page: autoDraw = True
56.7661 	EXP 	page: autoDraw = True
56.7994 	EXP 	page: autoDraw = True
56.8310 	EXP 	page: autoDraw = True
56.8679 	EXP 	page: autoDraw = True
56.9020 	EXP 	page: autoDraw = True
56.9354 	EXP 	page: autoDraw = True
56.9713 	EXP 	page: autoDraw = True
57.0025 	EXP 	page: autoDraw = True
57.0335 	EXP 	page: autoDraw = True
57.0637 	EXP 	page: autoDraw = True
57.0965 	EXP 	page: autoDraw = True
57.1265 	EXP 	page: autoDraw = True
57.1598 	EXP 	page: autoDraw = True
57.1928 	EXP 	page: autoDraw = True
57.2262 	EXP 	page: autoDraw = True
57.2554 	EXP 	page: autoDraw = True
57.2945 	EXP 	page: autoDraw = True
57.3308 	EXP 	page: autoDraw = True
57.3712 	EXP 	page: autoDraw = True
57.3982 	EXP 	page: autoDraw = True
57.4012 	DATA 	Mouse: Left button down, pos=(965,207)
57.4326 	EXP 	page: autoDraw = True
57.4556 	EXP 	page: autoDraw = True
57.4730 	DATA 	Mouse:  Left button up, pos=(965,207)
57.4862 	EXP 	page: autoDraw = True
57.5229 	EXP 	page: autoDraw = True
57.5512 	EXP 	page: autoDraw = True
57.5780 	EXP 	page: autoDraw = True
57.6060 	EXP 	page: autoDraw = True
57.6335 	EXP 	page: autoDraw = True
57.6555 	EXP 	page: autoDraw = True
57.6855 	EXP 	page: autoDraw = True
57.7190 	EXP 	page: autoDraw = True
57.7481 	EXP 	page: autoDraw = True
57.7883 	EXP 	page: autoDraw = True
57.8162 	EXP 	page: autoDraw = True
57.8509 	EXP 	page: autoDraw = True
57.8916 	EXP 	page: autoDraw = True
57.9207 	EXP 	page: autoDraw = True
57.9579 	EXP 	page: autoDraw = True
57.9857 	EXP 	page: autoDraw = True
58.0138 	EXP 	page: autoDraw = True
58.0538 	EXP 	page: autoDraw = True
58.0798 	EXP 	page: autoDraw = True
58.1111 	EXP 	page: autoDraw = True
58.1378 	EXP 	page: autoDraw = True
58.1704 	EXP 	page: autoDraw = True
58.2002 	EXP 	page: autoDraw = True
58.2347 	EXP 	page: autoDraw = True
58.2640 	EXP 	page: autoDraw = True
58.2966 	EXP 	page: autoDraw = True
58.3330 	EXP 	page: autoDraw = True
58.3554 	EXP 	page: autoDraw = True
58.3862 	EXP 	page: autoDraw = True
58.4168 	EXP 	page: autoDraw = True
58.4420 	EXP 	page: autoDraw = True
58.4698 	EXP 	page: autoDraw = True
58.5070 	EXP 	page: autoDraw = True
58.5339 	EXP 	page: autoDraw = True
58.5603 	EXP 	page: autoDraw = True
58.5927 	EXP 	page: autoDraw = True
58.6259 	EXP 	page: autoDraw = True
58.6598 	EXP 	page: autoDraw = True
58.6886 	EXP 	page: autoDraw = True
58.7220 	EXP 	page: autoDraw = True
58.7553 	EXP 	page: autoDraw = True
58.7930 	EXP 	page: autoDraw = True
58.8211 	EXP 	page: autoDraw = True
58.8541 	EXP 	page: autoDraw = True
58.8855 	EXP 	page: autoDraw = True
58.9159 	EXP 	page: autoDraw = True
58.9196 	DATA 	Mouse: Left button down, pos=(722,774)
58.9434 	EXP 	page: autoDraw = True
58.9820 	EXP 	page: autoDraw = True
59.0128 	EXP 	page: autoDraw = True
59.0359 	DATA 	Mouse:  Left button up, pos=(722,774)
59.0477 	EXP 	page: autoDraw = True
59.0760 	EXP 	page: autoDraw = True
59.1011 	EXP 	page: autoDraw = True
59.1285 	EXP 	page: autoDraw = True
59.1538 	EXP 	page: autoDraw = True
59.1829 	EXP 	page: autoDraw = True
59.2053 	EXP 	page: autoDraw = True
59.2483 	EXP 	page: autoDraw = True
59.2767 	EXP 	page: autoDraw = True
59.3009 	EXP 	page: autoDraw = True
59.3310 	EXP 	page: autoDraw = True
59.3585 	EXP 	page: autoDraw = True
59.3879 	EXP 	page: autoDraw = True
59.4319 	EXP 	page: autoDraw = True
59.4542 	EXP 	page: autoDraw = True
59.4806 	EXP 	page: autoDraw = True
59.5166 	EXP 	page: autoDraw = True
59.5506 	EXP 	page: autoDraw = True
59.5910 	EXP 	page: autoDraw = True
59.6205 	EXP 	page: autoDraw = True
59.6574 	EXP 	page: autoDraw = True
59.6855 	EXP 	page: autoDraw = True
59.7321 	EXP 	page: autoDraw = True
59.7568 	EXP 	page: autoDraw = True
59.7858 	EXP 	page: autoDraw = True
59.8103 	EXP 	page: autoDraw = True
59.8371 	EXP 	page: autoDraw = True
59.8829 	EXP 	page: autoDraw = True
59.9114 	EXP 	page: autoDraw = True
59.9338 	EXP 	page: autoDraw = True
59.9641 	EXP 	page: autoDraw = True
59.9917 	EXP 	page: autoDraw = True
60.0239 	EXP 	page: autoDraw = True
60.0554 	EXP 	page: autoDraw = True
60.0902 	EXP 	page: autoDraw = True
60.1209 	EXP 	page: autoDraw = True
60.1515 	EXP 	page: autoDraw = True
60.1794 	EXP 	page: autoDraw = True
60.2152 	EXP 	page: autoDraw = True
60.2461 	EXP 	page: autoDraw = True
60.2728 	EXP 	page: autoDraw = True
60.3068 	EXP 	page: autoDraw = True
60.3367 	EXP 	page: autoDraw = True
60.3649 	EXP 	page: autoDraw = True
60.3979 	EXP 	page: autoDraw = True
60.4313 	EXP 	page: autoDraw = True
60.4516 	EXP 	page: autoDraw = True
60.4839 	EXP 	page: autoDraw = True
60.5113 	EXP 	page: autoDraw = True
60.5336 	EXP 	page: autoDraw = True
60.5611 	EXP 	page: autoDraw = True
60.5869 	EXP 	page: autoDraw = True
60.6198 	EXP 	page: autoDraw = True
60.6464 	EXP 	page: autoDraw = True
60.6748 	EXP 	page: autoDraw = True
60.7090 	EXP 	page: autoDraw = True
60.7368 	EXP 	page: autoDraw = True
60.7700 	EXP 	page: autoDraw = True
60.8030 	EXP 	page: autoDraw = True
60.8360 	EXP 	page: autoDraw = True
60.8692 	EXP 	page: autoDraw = True
60.9082 	EXP 	page: autoDraw = True
60.9403 	EXP 	page: autoDraw = True
60.9739 	EXP 	page: autoDraw = True
61.0072 	EXP 	page: autoDraw = True
61.0402 	EXP 	page: autoDraw = True
61.0734 	EXP 	page: autoDraw = True
61.1064 	EXP 	page: autoDraw = True
61.1399 	EXP 	page: autoDraw = True
61.1732 	EXP 	page: autoDraw = True
61.2062 	EXP 	page: autoDraw = True
61.2371 	EXP 	page: autoDraw = True
61.2806 	EXP 	page: autoDraw = True
61.3126 	EXP 	page: autoDraw = True
61.3440 	EXP 	page: autoDraw = True
61.3678 	EXP 	page: autoDraw = True
61.3976 	EXP 	page: autoDraw = True
61.4245 	EXP 	page: autoDraw = True
61.4530 	EXP 	page: autoDraw = True
61.4854 	EXP 	page: autoDraw = True
61.5197 	EXP 	page: autoDraw = True
61.5529 	EXP 	page: autoDraw = True
61.5982 	EXP 	page: autoDraw = True
61.6301 	EXP 	page: autoDraw = True
61.6556 	EXP 	page: autoDraw = True
61.6836 	EXP 	page: autoDraw = True
61.7067 	EXP 	page: autoDraw = True
61.7319 	EXP 	page: autoDraw = True
61.7615 	EXP 	page: autoDraw = True
61.7937 	EXP 	page: autoDraw = True
61.8204 	EXP 	page: autoDraw = True
61.8529 	EXP 	page: autoDraw = True
61.8838 	EXP 	page: autoDraw = True
61.9166 	EXP 	page: autoDraw = True
61.9506 	EXP 	page: autoDraw = True
61.9853 	EXP 	page: autoDraw = True
62.0144 	EXP 	page: autoDraw = True
62.0467 	EXP 	page: autoDraw = True
62.0729 	EXP 	page: autoDraw = True
62.1032 	EXP 	page: autoDraw = True
62.1272 	EXP 	page: autoDraw = True
62.1496 	EXP 	page: autoDraw = True
62.1824 	EXP 	page: autoDraw = True
62.2044 	EXP 	page: autoDraw = True
62.2366 	EXP 	page: autoDraw = True
62.2652 	EXP 	page: autoDraw = True
62.2913 	EXP 	page: autoDraw = True
62.3169 	EXP 	page: autoDraw = True
62.3491 	EXP 	page: autoDraw = True
62.3715 	EXP 	page: autoDraw = True
62.4045 	EXP 	page: autoDraw = True
62.4087 	DATA 	Mouse: Left button down, pos=(392,453)
62.4328 	EXP 	page: autoDraw = True
62.4579 	EXP 	page: autoDraw = True
62.4908 	EXP 	page: autoDraw = True
62.4929 	DATA 	Mouse:  Left button up, pos=(392,453)
62.5194 	EXP 	page: autoDraw = True
62.5490 	EXP 	page: autoDraw = True
62.5752 	EXP 	page: autoDraw = True
62.6054 	EXP 	page: autoDraw = True
62.6398 	EXP 	page: autoDraw = True
62.6657 	EXP 	page: autoDraw = True
62.6875 	EXP 	page: autoDraw = True
62.7323 	EXP 	page: autoDraw = True
62.7585 	EXP 	page: autoDraw = True
62.7859 	EXP 	page: autoDraw = True
62.8170 	EXP 	page: autoDraw = True
62.8522 	EXP 	page: autoDraw = True
62.8979 	EXP 	page: autoDraw = True
